season,T1,T2,result
O,644,839,-1
O,644,840,-1
O,644,843,-1
O,644,848,-1
O,644,849,-1
O,644,850,-1
O,644,853,-1
O,651,660,-1
O,651,662,-1
O,651,671,-1
O,651,673,-1
O,651,676,-1
O,651,680,-1
O,651,683,-1
O,651,687,-1
O,651,701,-1
O,651,702,-1
O,651,711,-1
O,651,714,-1
O,651,717,-1
O,651,718,-1
O,651,719,-1
O,651,720,-1
O,651,722,-1
O,651,723,-1
O,651,731,-1
O,651,738,-1
O,651,743,-1
O,651,745,-1
O,651,751,-1
O,651,754,-1
O,651,757,-1
O,651,766,-1
O,651,781,-1
O,651,786,-1
O,651,789,-1
O,651,790,-1
O,651,793,-1
O,651,794,-1
O,651,817,-1
O,651,822,-1
O,651,824,-1
O,651,827,-1
O,651,828,-1
O,651,829,-1
O,651,839,-1
O,651,840,-1
O,651,843,-1
O,651,848,-1
O,651,849,-1
O,651,850,-1
O,651,853,-1
O,660,662,-1
O,660,671,-1
O,660,673,-1
O,660,676,-1
O,660,680,-1
O,660,683,-1
O,660,687,-1
O,660,701,-1
O,660,702,-1
O,660,711,-1
O,660,714,-1
O,660,717,-1
O,660,718,-1
O,660,719,-1
O,660,720,-1
O,660,722,-1
O,660,723,-1
O,660,731,-1
O,660,738,-1
O,660,743,-1
O,660,745,-1
O,660,751,-1
O,660,754,-1
O,660,757,-1
O,660,766,-1
O,660,781,-1
O,660,786,-1
O,660,789,-1
O,660,790,-1
O,660,793,-1
O,660,794,-1
O,660,817,-1
O,660,822,-1
O,660,824,-1
O,660,827,-1
O,660,828,-1
O,660,829,-1
O,660,839,-1
O,660,840,0
O,660,843,-1
O,660,848,-1
O,660,849,-1
O,660,850,-1
O,660,853,-1
O,662,671,0
O,662,673,-1
O,662,676,-1
O,662,680,-1
O,662,683,-1
O,662,687,-1
O,662,701,-1
O,662,702,-1
O,662,711,-1
O,662,714,-1
O,662,717,-1
O,662,718,-1
O,662,719,-1
O,662,720,-1
O,662,722,-1
O,662,723,-1
O,662,731,-1
O,662,738,-1
O,662,743,-1
O,662,745,-1
O,662,751,-1
O,662,754,-1
O,662,757,-1
O,662,766,-1
O,662,781,-1
O,662,786,-1
O,662,789,-1
O,662,790,-1
O,662,793,-1
O,662,794,-1
O,662,817,-1
O,662,822,-1
O,662,824,-1
O,662,827,-1
O,662,828,-1
O,662,829,-1
O,662,839,-1
O,662,840,-1
O,662,843,-1
O,662,848,-1
O,662,849,-1
O,662,850,-1
O,662,853,-1
O,671,673,-1
O,671,676,-1
O,671,680,-1
O,671,683,-1
O,671,687,-1
O,671,701,-1
O,671,702,1
O,671,711,-1
O,671,714,1
O,671,717,-1
O,671,718,-1
O,671,719,-1
O,671,720,-1
O,671,722,-1
O,671,723,-1
O,671,731,-1
O,671,738,-1
O,671,743,-1
O,671,745,-1
O,671,751,-1
O,671,754,-1
O,671,757,-1
O,671,766,-1
O,671,781,-1
O,671,786,-1
O,671,789,-1
O,671,790,1
O,671,793,-1
O,671,794,-1
O,671,817,-1
O,671,822,-1
O,671,824,-1
O,671,827,-1
O,671,828,-1
O,671,829,-1
O,671,839,-1
O,671,840,-1
O,671,843,-1
O,671,848,-1
O,671,849,-1
O,671,850,-1
O,671,853,-1
O,673,676,-1
O,673,680,-1
O,673,683,-1
O,673,687,-1
O,673,701,-1
O,673,702,-1
O,673,711,-1
O,673,714,-1
O,673,717,-1
O,673,718,-1
O,673,719,-1
O,673,720,-1
O,673,722,-1
O,673,723,-1
O,673,731,-1
O,673,738,-1
O,673,743,-1
O,673,745,-1
O,673,751,-1
O,673,754,-1
O,673,757,-1
O,673,766,-1
O,673,781,-1
O,673,786,-1
O,673,789,-1
O,673,790,-1
O,673,793,-1
O,673,794,-1
O,673,817,-1
O,673,822,-1
O,673,824,-1
O,673,827,-1
O,673,828,-1
O,673,829,-1
O,673,839,-1
O,673,840,-1
O,673,843,-1
O,673,848,-1
O,673,849,-1
O,673,850,-1
O,673,853,0
O,676,680,-1
O,676,683,-1
O,676,687,-1
O,676,701,-1
O,676,702,-1
O,676,711,-1
O,676,714,-1
O,676,717,-1
O,676,718,-1
O,676,719,-1
O,676,720,-1
O,676,722,-1
O,676,723,-1
O,676,731,-1
O,676,738,-1
O,676,743,-1
O,676,745,-1
O,676,751,-1
O,676,754,-1
O,676,757,-1
O,676,766,-1
O,676,781,-1
O,676,786,-1
O,676,789,-1
O,676,790,-1
O,676,793,-1
O,676,794,-1
O,676,817,-1
O,676,822,-1
O,676,824,-1
O,676,827,-1
O,676,828,-1
O,676,829,-1
O,676,839,-1
O,676,840,-1
O,676,843,0
O,676,848,-1
O,676,849,-1
O,676,850,-1
O,676,853,-1
O,680,683,-1
O,680,687,-1
O,680,701,0
O,680,702,-1
O,680,711,-1
O,680,714,-1
O,680,717,-1
O,680,718,-1
O,680,719,-1
O,680,720,-1
O,680,722,-1
O,680,723,-1
O,680,731,-1
O,680,738,-1
O,680,743,-1
O,680,745,-1
O,680,751,-1
O,680,754,-1
O,680,757,-1
O,680,766,-1
O,680,781,-1
O,680,786,-1
O,680,789,-1
O,680,790,-1
O,680,793,-1
O,680,794,-1
O,680,817,-1
O,680,822,-1
O,680,824,-1
O,680,827,-1
O,680,828,-1
O,680,829,-1
O,680,839,-1
O,680,840,-1
O,680,843,-1
O,680,848,-1
O,680,849,-1
O,680,850,-1
O,680,853,-1
O,683,687,-1
O,683,701,-1
O,683,702,-1
O,683,711,-1
O,683,714,-1
O,683,717,-1
O,683,718,-1
O,683,719,-1
O,683,720,-1
O,683,722,-1
O,683,723,-1
O,683,731,-1
O,683,738,-1
O,683,743,-1
O,683,745,-1
O,683,751,-1
O,683,754,-1
O,683,757,-1
O,683,766,-1
O,683,781,-1
O,683,786,-1
O,683,789,-1
O,683,790,-1
O,683,793,-1
O,683,794,-1
O,683,817,-1
O,683,822,-1
O,683,824,-1
O,683,827,-1
O,683,828,-1
O,683,829,-1
O,683,839,-1
O,683,840,-1
O,683,843,0
O,683,848,-1
O,683,849,-1
O,683,850,-1
O,683,853,-1
O,687,701,-1
O,687,702,-1
O,687,711,-1
O,687,714,-1
O,687,717,-1
O,687,718,-1
O,687,719,-1
O,687,720,-1
O,687,722,-1
O,687,723,-1
O,687,731,-1
O,687,738,-1
O,687,743,-1
O,687,745,-1
O,687,751,-1
O,687,754,-1
O,687,757,-1
O,687,766,-1
O,687,781,-1
O,687,786,-1
O,687,789,-1
O,687,790,-1
O,687,793,-1
O,687,794,-1
O,687,817,-1
O,687,822,-1
O,687,824,-1
O,687,827,1
O,687,828,-1
O,687,829,-1
O,687,839,-1
O,687,840,-1
O,687,843,-1
O,687,848,-1
O,687,849,-1
O,687,850,-1
O,687,853,-1
O,701,702,-1
O,701,711,-1
O,701,714,-1
O,701,717,-1
O,701,718,-1
O,701,719,-1
O,701,720,-1
O,701,722,-1
O,701,723,-1
O,701,731,-1
O,701,738,-1
O,701,743,-1
O,701,745,-1
O,701,751,-1
O,701,754,-1
O,701,757,-1
O,701,766,-1
O,701,781,-1
O,701,786,-1
O,701,789,-1
O,701,790,-1
O,701,793,-1
O,701,794,-1
O,701,817,-1
O,701,822,-1
O,701,824,-1
O,701,827,-1
O,701,828,-1
O,701,829,-1
O,701,839,-1
O,701,840,0
O,701,843,-1
O,701,848,-1
O,701,849,-1
O,701,850,-1
O,701,853,-1
O,702,711,-1
O,702,714,-1
O,702,717,-1
O,702,718,-1
O,702,719,-1
O,702,720,-1
O,702,722,-1
O,702,723,-1
O,702,731,-1
O,702,738,-1
O,702,743,-1
O,702,745,-1
O,702,751,-1
O,702,754,-1
O,702,757,-1
O,702,766,-1
O,702,781,-1
O,702,786,-1
O,702,789,-1
O,702,790,-1
O,702,793,-1
O,702,794,-1
O,702,817,-1
O,702,822,-1
O,702,824,-1
O,702,827,-1
O,702,828,-1
O,702,829,-1
O,702,839,-1
O,702,840,-1
O,702,843,-1
O,702,848,-1
O,702,849,-1
O,702,850,-1
O,702,853,-1
O,711,714,-1
O,711,717,-1
O,711,718,-1
O,711,719,-1
O,711,720,-1
O,711,722,-1
O,711,723,-1
O,711,731,-1
O,711,738,-1
O,711,743,-1
O,711,745,-1
O,711,751,-1
O,711,754,-1
O,711,757,-1
O,711,766,-1
O,711,781,-1
O,711,786,-1
O,711,789,-1
O,711,790,-1
O,711,793,-1
O,711,794,-1
O,711,817,-1
O,711,822,-1
O,711,824,-1
O,711,827,-1
O,711,828,-1
O,711,829,-1
O,711,839,-1
O,711,840,-1
O,711,843,-1
O,711,848,-1
O,711,849,-1
O,711,850,-1
O,711,853,-1
O,714,717,-1
O,714,718,-1
O,714,719,-1
O,714,720,-1
O,714,722,-1
O,714,723,-1
O,714,731,-1
O,714,738,-1
O,714,743,-1
O,714,745,-1
O,714,751,-1
O,714,754,-1
O,714,757,-1
O,714,766,-1
O,714,781,-1
O,714,786,-1
O,714,789,-1
O,714,790,-1
O,714,793,-1
O,714,794,-1
O,714,817,1
O,714,822,-1
O,714,824,-1
O,714,827,-1
O,714,828,-1
O,714,829,-1
O,714,839,-1
O,714,840,-1
O,714,843,-1
O,714,848,-1
O,714,849,-1
O,714,850,-1
O,714,853,-1
O,717,718,-1
O,717,719,-1
O,717,720,-1
O,717,722,-1
O,717,723,0
O,717,731,-1
O,717,738,-1
O,717,743,-1
O,717,745,-1
O,717,751,-1
O,717,754,-1
O,717,757,-1
O,717,766,-1
O,717,781,-1
O,717,786,-1
O,717,789,-1
O,717,790,-1
O,717,793,-1
O,717,794,-1
O,717,817,-1
O,717,822,-1
O,717,824,-1
O,717,827,-1
O,717,828,-1
O,717,829,-1
O,717,839,-1
O,717,840,-1
O,717,843,-1
O,717,848,-1
O,717,849,-1
O,717,850,-1
O,717,853,-1
O,718,719,-1
O,718,720,-1
O,718,722,-1
O,718,723,-1
O,718,731,0
O,718,738,-1
O,718,743,-1
O,718,745,-1
O,718,751,-1
O,718,754,-1
O,718,757,-1
O,718,766,-1
O,718,781,-1
O,718,786,-1
O,718,789,-1
O,718,790,-1
O,718,793,-1
O,718,794,-1
O,718,817,-1
O,718,822,-1
O,718,824,-1
O,718,827,-1
O,718,828,-1
O,718,829,-1
O,718,839,-1
O,718,840,-1
O,718,843,-1
O,718,848,-1
O,718,849,-1
O,718,850,-1
O,718,853,-1
O,719,720,-1
O,719,722,-1
O,719,723,-1
O,719,731,-1
O,719,738,-1
O,719,743,-1
O,719,745,-1
O,719,751,-1
O,719,754,-1
O,719,757,-1
O,719,766,-1
O,719,781,-1
O,719,786,-1
O,719,789,-1
O,719,790,0
O,719,793,-1
O,719,794,-1
O,719,817,-1
O,719,822,-1
O,719,824,-1
O,719,827,-1
O,719,828,-1
O,719,829,-1
O,719,839,-1
O,719,840,-1
O,719,843,-1
O,719,848,-1
O,719,849,-1
O,719,850,-1
O,719,853,-1
O,720,722,-1
O,720,723,-1
O,720,731,-1
O,720,738,-1
O,720,743,-1
O,720,745,-1
O,720,751,-1
O,720,754,-1
O,720,757,1
O,720,766,-1
O,720,781,-1
O,720,786,-1
O,720,789,-1
O,720,790,0
O,720,793,-1
O,720,794,-1
O,720,817,-1
O,720,822,-1
O,720,824,-1
O,720,827,-1
O,720,828,-1
O,720,829,-1
O,720,839,-1
O,720,840,-1
O,720,843,-1
O,720,848,-1
O,720,849,-1
O,720,850,-1
O,720,853,-1
O,722,723,-1
O,722,731,-1
O,722,738,-1
O,722,743,-1
O,722,745,-1
O,722,751,-1
O,722,754,-1
O,722,757,-1
O,722,766,-1
O,722,781,-1
O,722,786,-1
O,722,789,-1
O,722,790,-1
O,722,793,-1
O,722,794,-1
O,722,817,-1
O,722,822,-1
O,722,824,-1
O,722,827,-1
O,722,828,-1
O,722,829,-1
O,722,839,-1
O,722,840,-1
O,722,843,-1
O,722,848,-1
O,722,849,-1
O,722,850,-1
O,722,853,-1
O,723,731,-1
O,723,738,-1
O,723,743,-1
O,723,745,-1
O,723,751,-1
O,723,754,-1
O,723,757,-1
O,723,766,-1
O,723,781,-1
O,723,786,-1
O,723,789,-1
O,723,790,-1
O,723,793,-1
O,723,794,-1
O,723,817,-1
O,723,822,-1
O,723,824,-1
O,723,827,-1
O,723,828,-1
O,723,829,-1
O,723,839,-1
O,723,840,-1
O,723,843,-1
O,723,848,-1
O,723,849,-1
O,723,850,-1
O,723,853,-1
O,731,738,-1
O,731,743,-1
O,731,745,-1
O,731,751,-1
O,731,754,-1
O,731,757,-1
O,731,766,-1
O,731,781,-1
O,731,786,-1
O,731,789,-1
O,731,790,-1
O,731,793,-1
O,731,794,-1
O,731,817,-1
O,731,822,-1
O,731,824,-1
O,731,827,-1
O,731,828,-1
O,731,829,-1
O,731,839,-1
O,731,840,-1
O,731,843,-1
O,731,848,-1
O,731,849,-1
O,731,850,-1
O,731,853,0
O,738,743,-1
O,738,745,-1
O,738,751,-1
O,738,754,-1
O,738,757,-1
O,738,766,1
O,738,781,-1
O,738,786,-1
O,738,789,-1
O,738,790,-1
O,738,793,-1
O,738,794,1
O,738,817,-1
O,738,822,-1
O,738,824,-1
O,738,827,-1
O,738,828,-1
O,738,829,-1
O,738,839,-1
O,738,840,-1
O,738,843,-1
O,738,848,-1
O,738,849,-1
O,738,850,-1
O,738,853,-1
O,743,745,-1
O,743,751,-1
O,743,754,-1
O,743,757,-1
O,743,766,-1
O,743,781,0
O,743,786,-1
O,743,789,-1
O,743,790,-1
O,743,793,-1
O,743,794,-1
O,743,817,-1
O,743,822,-1
O,743,824,-1
O,743,827,-1
O,743,828,-1
O,743,829,-1
O,743,839,-1
O,743,840,-1
O,743,843,-1
O,743,848,-1
O,743,849,-1
O,743,850,-1
O,743,853,-1
O,745,751,-1
O,745,754,-1
O,745,757,-1
O,745,766,-1
O,745,781,-1
O,745,786,-1
O,745,789,-1
O,745,790,-1
O,745,793,-1
O,745,794,-1
O,745,817,-1
O,745,822,-1
O,745,824,-1
O,745,827,-1
O,745,828,-1
O,745,829,0
O,745,839,-1
O,745,840,-1
O,745,843,-1
O,745,848,-1
O,745,849,-1
O,745,850,-1
O,745,853,-1
O,751,754,-1
O,751,757,-1
O,751,766,-1
O,751,781,-1
O,751,786,-1
O,751,789,-1
O,751,790,-1
O,751,793,-1
O,751,794,-1
O,751,817,-1
O,751,822,-1
O,751,824,-1
O,751,827,-1
O,751,828,-1
O,751,829,-1
O,751,839,-1
O,751,840,-1
O,751,843,-1
O,751,848,-1
O,751,849,-1
O,751,850,-1
O,751,853,-1
O,754,757,-1
O,754,766,-1
O,754,781,-1
O,754,786,-1
O,754,789,-1
O,754,790,0
O,754,793,-1
O,754,794,-1
O,754,817,-1
O,754,822,-1
O,754,824,-1
O,754,827,-1
O,754,828,-1
O,754,829,-1
O,754,839,-1
O,754,840,-1
O,754,843,-1
O,754,848,-1
O,754,849,-1
O,754,850,-1
O,754,853,-1
O,757,766,-1
O,757,781,-1
O,757,786,-1
O,757,789,-1
O,757,790,-1
O,757,793,-1
O,757,794,-1
O,757,817,-1
O,757,822,-1
O,757,824,-1
O,757,827,-1
O,757,828,-1
O,757,829,-1
O,757,839,-1
O,757,840,-1
O,757,843,-1
O,757,848,-1
O,757,849,-1
O,757,850,-1
O,757,853,-1
O,766,781,-1
O,766,786,-1
O,766,789,-1
O,766,790,-1
O,766,793,-1
O,766,794,-1
O,766,817,-1
O,766,822,-1
O,766,824,-1
O,766,827,-1
O,766,828,-1
O,766,829,-1
O,766,839,-1
O,766,840,-1
O,766,843,-1
O,766,848,-1
O,766,849,-1
O,766,850,-1
O,766,853,-1
O,781,786,-1
O,781,789,-1
O,781,790,-1
O,781,793,-1
O,781,794,-1
O,781,817,-1
O,781,822,-1
O,781,824,-1
O,781,827,-1
O,781,828,-1
O,781,829,1
O,781,839,-1
O,781,840,-1
O,781,843,-1
O,781,848,-1
O,781,849,-1
O,781,850,-1
O,781,853,-1
O,786,789,-1
O,786,790,-1
O,786,793,-1
O,786,794,-1
O,786,817,-1
O,786,822,-1
O,786,824,-1
O,786,827,-1
O,786,828,1
O,786,829,-1
O,786,839,-1
O,786,840,-1
O,786,843,-1
O,786,848,-1
O,786,849,-1
O,786,850,-1
O,786,853,-1
O,789,790,-1
O,789,793,-1
O,789,794,-1
O,789,817,-1
O,789,822,-1
O,789,824,-1
O,789,827,-1
O,789,828,-1
O,789,829,-1
O,789,839,-1
O,789,840,-1
O,789,843,-1
O,789,848,-1
O,789,849,-1
O,789,850,-1
O,789,853,-1
O,790,793,-1
O,790,794,-1
O,790,817,-1
O,790,822,-1
O,790,824,-1
O,790,827,-1
O,790,828,-1
O,790,829,-1
O,790,839,-1
O,790,840,-1
O,790,843,-1
O,790,848,-1
O,790,849,-1
O,790,850,-1
O,790,853,-1
O,793,794,-1
O,793,817,-1
O,793,822,-1
O,793,824,-1
O,793,827,-1
O,793,828,-1
O,793,829,-1
O,793,839,0
O,793,840,-1
O,793,843,-1
O,793,848,-1
O,793,849,-1
O,793,850,-1
O,793,853,-1
O,794,817,-1
O,794,822,1
O,794,824,-1
O,794,827,-1
O,794,828,-1
O,794,829,-1
O,794,839,-1
O,794,840,-1
O,794,843,-1
O,794,848,-1
O,794,849,-1
O,794,850,-1
O,794,853,-1
O,817,822,-1
O,817,824,-1
O,817,827,-1
O,817,828,-1
O,817,829,-1
O,817,839,-1
O,817,840,-1
O,817,843,-1
O,817,848,-1
O,817,849,-1
O,817,850,-1
O,817,853,-1
O,822,824,-1
O,822,827,-1
O,822,828,-1
O,822,829,-1
O,822,839,-1
O,822,840,-1
O,822,843,-1
O,822,848,-1
O,822,849,-1
O,822,850,-1
O,822,853,-1
O,824,827,-1
O,824,828,-1
O,824,829,-1
O,824,839,-1
O,824,840,-1
O,824,843,-1
O,824,848,-1
O,824,849,-1
O,824,850,-1
O,824,853,-1
O,827,828,-1
O,827,829,-1
O,827,839,-1
O,827,840,-1
O,827,843,-1
O,827,848,-1
O,827,849,-1
O,827,850,-1
O,827,853,-1
O,828,829,-1
O,828,839,-1
O,828,840,-1
O,828,843,-1
O,828,848,-1
O,828,849,-1
O,828,850,-1
O,828,853,-1
O,829,839,-1
O,829,840,-1
O,829,843,-1
O,829,848,-1
O,829,849,-1
O,829,850,-1
O,829,853,-1
O,839,840,-1
O,839,843,-1
O,839,848,-1
O,839,849,-1
O,839,850,-1
O,839,853,-1
O,840,843,0
O,840,848,-1
O,840,849,-1
O,840,850,-1
O,840,853,-1
O,843,848,-1
O,843,849,-1
O,843,850,-1
O,843,853,-1
O,848,849,-1
O,848,850,-1
O,848,853,-1
O,849,850,1
O,849,853,-1
O,850,853,-1
P,503,506,-1
P,503,511,-1
P,503,513,-1
P,503,522,-1
P,503,528,-1
P,503,533,-1
P,503,535,-1
P,503,536,-1
P,503,549,-1
P,503,551,-1
P,503,559,-1
P,503,577,-1
P,503,592,-1
P,503,595,-1
P,503,602,-1
P,503,603,-1
P,503,604,-1
P,503,607,-1
P,503,610,-1
P,503,623,-1
P,503,626,-1
P,503,636,-1
P,503,637,-1
P,503,640,-1
P,503,648,-1
P,503,651,-1
P,503,660,-1
P,503,666,-1
P,503,670,-1
P,503,671,-1
P,503,676,-1
P,503,682,-1
P,503,688,-1
P,503,708,-1
P,503,717,0
P,503,718,-1
P,503,720,-1
P,503,723,-1
P,503,729,-1
P,503,731,-1
P,503,736,-1
P,503,738,-1
P,503,743,-1
P,503,754,-1
P,503,757,-1
P,503,778,-1
P,503,782,-1
P,503,786,-1
P,503,789,-1
P,503,790,-1
P,503,793,-1
P,503,794,-1
P,503,805,-1
P,503,810,-1
P,503,814,-1
P,503,817,-1
P,503,818,-1
P,503,820,-1
P,503,822,-1
P,503,825,-1
P,503,827,-1
P,503,829,-1
P,503,840,-1
P,503,843,-1
P,503,849,-1
P,503,850,-1
P,503,853,-1
P,506,511,-1
P,506,513,-1
P,506,522,-1
P,506,528,-1
P,506,533,-1
P,506,535,-1
P,506,536,-1
P,506,549,-1
P,506,551,-1
P,506,559,-1
P,506,577,-1
P,506,592,-1
P,506,595,-1
P,506,602,-1
P,506,603,-1
P,506,604,-1
P,506,607,-1
P,506,610,-1
P,506,623,-1
P,506,626,-1
P,506,636,-1
P,506,637,-1
P,506,640,-1
P,506,648,-1
P,506,651,-1
P,506,660,-1
P,506,666,-1
P,506,670,-1
P,506,671,-1
P,506,676,-1
P,506,682,-1
P,506,688,-1
P,506,708,-1
P,506,717,-1
P,506,718,-1
P,506,720,-1
P,506,723,-1
P,506,729,-1
P,506,731,-1
P,506,736,-1
P,506,738,-1
P,506,743,-1
P,506,754,-1
P,506,757,-1
P,506,778,-1
P,506,782,-1
P,506,786,-1
P,506,789,-1
P,506,790,-1
P,506,793,-1
P,506,794,-1
P,506,805,-1
P,506,810,-1
P,506,814,-1
P,506,817,-1
P,506,818,-1
P,506,820,-1
P,506,822,-1
P,506,825,-1
P,506,827,-1
P,506,829,-1
P,506,840,-1
P,506,843,-1
P,506,849,-1
P,506,850,-1
P,506,853,-1
P,511,513,-1
P,511,522,-1
P,511,528,-1
P,511,533,-1
P,511,535,-1
P,511,536,-1
P,511,549,-1
P,511,551,-1
P,511,559,0
P,511,577,1
P,511,592,-1
P,511,595,-1
P,511,602,-1
P,511,603,-1
P,511,604,-1
P,511,607,-1
P,511,610,-1
P,511,623,-1
P,511,626,-1
P,511,636,-1
P,511,637,-1
P,511,640,-1
P,511,648,-1
P,511,651,-1
P,511,660,-1
P,511,666,1
P,511,670,-1
P,511,671,-1
P,511,676,-1
P,511,682,-1
P,511,688,-1
P,511,708,-1
P,511,717,-1
P,511,718,-1
P,511,720,-1
P,511,723,-1
P,511,729,-1
P,511,731,-1
P,511,736,-1
P,511,738,-1
P,511,743,-1
P,511,754,-1
P,511,757,-1
P,511,778,-1
P,511,782,-1
P,511,786,-1
P,511,789,-1
P,511,790,-1
P,511,793,1
P,511,794,-1
P,511,805,-1
P,511,810,-1
P,511,814,-1
P,511,817,-1
P,511,818,-1
P,511,820,-1
P,511,822,-1
P,511,825,-1
P,511,827,-1
P,511,829,-1
P,511,840,-1
P,511,843,-1
P,511,849,-1
P,511,850,-1
P,511,853,-1
P,513,522,-1
P,513,528,-1
P,513,533,-1
P,513,535,-1
P,513,536,-1
P,513,549,-1
P,513,551,-1
P,513,559,-1
P,513,577,-1
P,513,592,-1
P,513,595,-1
P,513,602,-1
P,513,603,-1
P,513,604,-1
P,513,607,-1
P,513,610,-1
P,513,623,-1
P,513,626,-1
P,513,636,-1
P,513,637,-1
P,513,640,-1
P,513,648,-1
P,513,651,-1
P,513,660,-1
P,513,666,-1
P,513,670,-1
P,513,671,-1
P,513,676,-1
P,513,682,-1
P,513,688,-1
P,513,708,-1
P,513,717,-1
P,513,718,-1
P,513,720,-1
P,513,723,-1
P,513,729,-1
P,513,731,-1
P,513,736,-1
P,513,738,-1
P,513,743,-1
P,513,754,-1
P,513,757,-1
P,513,778,-1
P,513,782,-1
P,513,786,-1
P,513,789,-1
P,513,790,-1
P,513,793,-1
P,513,794,-1
P,513,805,-1
P,513,810,-1
P,513,814,-1
P,513,817,-1
P,513,818,-1
P,513,820,-1
P,513,822,-1
P,513,825,-1
P,513,827,-1
P,513,829,-1
P,513,840,-1
P,513,843,-1
P,513,849,-1
P,513,850,-1
P,513,853,-1
P,522,528,-1
P,522,533,-1
P,522,535,-1
P,522,536,-1
P,522,549,-1
P,522,551,-1
P,522,559,-1
P,522,577,-1
P,522,592,-1
P,522,595,-1
P,522,602,-1
P,522,603,-1
P,522,604,-1
P,522,607,-1
P,522,610,-1
P,522,623,-1
P,522,626,-1
P,522,636,-1
P,522,637,-1
P,522,640,-1
P,522,648,-1
P,522,651,-1
P,522,660,-1
P,522,666,-1
P,522,670,-1
P,522,671,-1
P,522,676,-1
P,522,682,-1
P,522,688,-1
P,522,708,-1
P,522,717,-1
P,522,718,-1
P,522,720,-1
P,522,723,-1
P,522,729,-1
P,522,731,-1
P,522,736,-1
P,522,738,-1
P,522,743,-1
P,522,754,-1
P,522,757,-1
P,522,778,-1
P,522,782,-1
P,522,786,-1
P,522,789,-1
P,522,790,-1
P,522,793,-1
P,522,794,-1
P,522,805,-1
P,522,810,-1
P,522,814,-1
P,522,817,-1
P,522,818,-1
P,522,820,-1
P,522,822,-1
P,522,825,-1
P,522,827,-1
P,522,829,-1
P,522,840,-1
P,522,843,-1
P,522,849,0
P,522,850,-1
P,522,853,-1
P,528,533,-1
P,528,535,-1
P,528,536,-1
P,528,549,-1
P,528,551,-1
P,528,559,-1
P,528,577,-1
P,528,592,-1
P,528,595,-1
P,528,602,-1
P,528,603,-1
P,528,604,-1
P,528,607,-1
P,528,610,-1
P,528,623,-1
P,528,626,-1
P,528,636,0
P,528,637,-1
P,528,640,-1
P,528,648,-1
P,528,651,-1
P,528,660,-1
P,528,666,-1
P,528,670,-1
P,528,671,-1
P,528,676,-1
P,528,682,-1
P,528,688,-1
P,528,708,-1
P,528,717,-1
P,528,718,-1
P,528,720,-1
P,528,723,-1
P,528,729,-1
P,528,731,-1
P,528,736,-1
P,528,738,-1
P,528,743,-1
P,528,754,-1
P,528,757,-1
P,528,778,-1
P,528,782,-1
P,528,786,-1
P,528,789,-1
P,528,790,-1
P,528,793,-1
P,528,794,-1
P,528,805,-1
P,528,810,-1
P,528,814,-1
P,528,817,-1
P,528,818,-1
P,528,820,-1
P,528,822,-1
P,528,825,-1
P,528,827,-1
P,528,829,-1
P,528,840,-1
P,528,843,-1
P,528,849,-1
P,528,850,-1
P,528,853,-1
P,533,535,-1
P,533,536,-1
P,533,549,-1
P,533,551,-1
P,533,559,0
P,533,577,-1
P,533,592,-1
P,533,595,-1
P,533,602,-1
P,533,603,-1
P,533,604,-1
P,533,607,-1
P,533,610,-1
P,533,623,-1
P,533,626,-1
P,533,636,-1
P,533,637,-1
P,533,640,-1
P,533,648,-1
P,533,651,-1
P,533,660,-1
P,533,666,-1
P,533,670,-1
P,533,671,-1
P,533,676,-1
P,533,682,-1
P,533,688,-1
P,533,708,-1
P,533,717,-1
P,533,718,-1
P,533,720,-1
P,533,723,-1
P,533,729,-1
P,533,731,-1
P,533,736,-1
P,533,738,-1
P,533,743,-1
P,533,754,-1
P,533,757,-1
P,533,778,-1
P,533,782,-1
P,533,786,-1
P,533,789,-1
P,533,790,-1
P,533,793,-1
P,533,794,-1
P,533,805,-1
P,533,810,-1
P,533,814,-1
P,533,817,-1
P,533,818,-1
P,533,820,-1
P,533,822,-1
P,533,825,-1
P,533,827,-1
P,533,829,-1
P,533,840,-1
P,533,843,-1
P,533,849,-1
P,533,850,-1
P,533,853,-1
P,535,536,-1
P,535,549,-1
P,535,551,-1
P,535,559,0
P,535,577,-1
P,535,592,1
P,535,595,-1
P,535,602,-1
P,535,603,-1
P,535,604,-1
P,535,607,-1
P,535,610,-1
P,535,623,-1
P,535,626,-1
P,535,636,-1
P,535,637,-1
P,535,640,-1
P,535,648,-1
P,535,651,-1
P,535,660,-1
P,535,666,-1
P,535,670,-1
P,535,671,-1
P,535,676,-1
P,535,682,-1
P,535,688,-1
P,535,708,-1
P,535,717,-1
P,535,718,-1
P,535,720,-1
P,535,723,1
P,535,729,-1
P,535,731,1
P,535,736,-1
P,535,738,-1
P,535,743,-1
P,535,754,-1
P,535,757,-1
P,535,778,-1
P,535,782,-1
P,535,786,-1
P,535,789,-1
P,535,790,-1
P,535,793,-1
P,535,794,-1
P,535,805,-1
P,535,810,-1
P,535,814,-1
P,535,817,-1
P,535,818,-1
P,535,820,-1
P,535,822,-1
P,535,825,1
P,535,827,-1
P,535,829,-1
P,535,840,-1
P,535,843,-1
P,535,849,1
P,535,850,-1
P,535,853,-1
P,536,549,-1
P,536,551,-1
P,536,559,-1
P,536,577,-1
P,536,592,0
P,536,595,-1
P,536,602,-1
P,536,603,-1
P,536,604,-1
